ProteinA,ProteinB,Label
protein2633,protein1088,1
protein1609,protein2011,1
protein1694,protein1677,1
protein1030,protein1278,1
protein1088,protein2734,1
protein2631,protein2098,1
protein2664,protein988,1
protein44,protein2543,1
protein2293,protein2374,1
protein241,protein2658,1
protein577,protein1962,1
protein2382,protein2753,1
protein1355,protein2564,1
protein2456,protein1652,1
protein1453,protein1298,1
protein1758,protein480,1
protein775,protein1612,1
protein1186,protein1617,1
protein2016,protein392,1
protein1079,protein1988,1
protein2281,protein2030,1
protein1627,protein1609,1
protein2755,protein730,1
protein2353,protein1988,1
protein2228,protein2288,1
protein1564,protein776,1
protein710,protein2324,1
protein335,protein2632,1
protein2222,protein2761,1
protein1650,protein817,1
protein2430,protein1992,1
protein714,protein1085,1
protein299,protein1992,1
protein1171,protein2436,1
protein1481,protein2310,1
protein623,protein505,1
protein1008,protein2110,1
protein1898,protein1293,1
protein1670,protein404,1
protein2450,protein1639,1
protein589,protein1357,1
protein442,protein1272,1
protein2631,protein1908,1
protein2558,protein2709,1
protein2682,protein2212,1
protein866,protein1740,1
protein1675,protein710,1
protein1883,protein2631,1
protein41,protein777,1
protein2485,protein1674,1
protein929,protein928,1
protein1097,protein1342,1
protein2563,protein1728,1
protein756,protein1710,1
protein914,protein1926,1
protein2352,protein1096,1
protein1963,protein1334,1
protein541,protein859,1
protein2754,protein2659,1
protein1157,protein1414,1
protein1278,protein181,1
protein460,protein2796,1
protein2631,protein1988,1
protein290,protein2815,1
protein1266,protein385,1
protein2694,protein0,1
protein2272,protein285,1
protein264,protein304,1
protein411,protein828,1
protein193,protein39,1
protein1639,protein1880,1
protein1378,protein2538,1
protein2436,protein2439,1
protein343,protein917,1
protein2599,protein1610,1
protein1750,protein1655,1
protein1681,protein695,1
protein625,protein1828,1
protein2587,protein734,1
protein2580,protein1550,1
protein269,protein1609,1
protein2188,protein2394,1
protein703,protein2053,1
protein1630,protein678,1
protein1992,protein1945,1
protein897,protein1112,1
protein44,protein2510,1
protein1949,protein710,1
protein607,protein2558,1
protein1900,protein1716,1
protein1907,protein2672,1
protein1639,protein1812,1
protein1226,protein918,1
protein599,protein1639,1
protein1824,protein740,1
protein2180,protein1908,1
protein928,protein553,1
protein249,protein1791,1
protein2436,protein1241,1
protein1704,protein2817,1
protein1420,protein2510,1
protein1109,protein2593,1
protein2370,protein110,1
protein912,protein1888,1
protein495,protein2399,1
protein2029,protein678,1
protein1031,protein650,1
protein710,protein2436,1
protein2098,protein710,1
protein2303,protein512,1
protein1630,protein1641,1
protein2572,protein99,1
protein2114,protein544,1
protein44,protein1880,1
protein696,protein1112,1
protein1946,protein1367,1
protein1639,protein2249,1
protein1026,protein1851,1
protein779,protein235,1
protein683,protein799,1
protein1081,protein1785,1
protein535,protein2643,1
protein2318,protein2727,1
protein1389,protein2709,1
protein1112,protein1341,1
protein2180,protein992,1
protein425,protein2510,1
protein1550,protein962,1
protein2580,protein2066,1
protein2070,protein2436,1
protein414,protein2631,1
protein2461,protein1690,1
protein2677,protein518,1
protein763,protein1238,1
protein2594,protein1711,1
protein2345,protein1639,1
protein486,protein328,1
protein1992,protein155,1
protein2105,protein74,1
protein129,protein447,1
protein176,protein1753,1
protein1623,protein1269,1
protein761,protein1209,1
protein1427,protein943,1
protein2572,protein689,1
protein1341,protein2558,1
protein1101,protein1833,1
protein1147,protein2128,1
protein1669,protein2216,1
protein810,protein1794,1
protein912,protein470,1
protein2084,protein336,1
protein235,protein82,1
protein2369,protein929,1
protein822,protein297,1
protein2576,protein785,1
protein788,protein1910,1
protein1555,protein1269,1
protein2761,protein671,1
protein2451,protein474,1
protein1710,protein1777,1
protein2170,protein1769,1
protein193,protein598,1
protein44,protein1598,1
protein0,protein1988,1
protein2163,protein1010,1
protein1014,protein535,1
protein1961,protein1486,1
protein550,protein2540,1
protein404,protein1024,1
protein222,protein650,1
protein2405,protein1012,1
protein2240,protein274,1
protein602,protein228,1
protein598,protein2398,1
protein1899,protein437,1
protein326,protein1143,1
protein2451,protein650,1
protein23,protein1876,1
protein1667,protein0,1
protein2594,protein1912,1
protein2281,protein1596,1
protein1266,protein92,1
protein710,protein2163,1
protein33,protein570,1
protein1127,protein2381,1
protein1810,protein2137,1
protein2179,protein2585,1
protein1910,protein887,1
protein1829,protein985,1
protein1567,protein1711,1
protein303,protein2105,1
protein108,protein1726,1
protein2439,protein2030,1
protein745,protein2031,1
protein2413,protein2587,1
protein2163,protein2749,1
protein2437,protein1874,1
protein1658,protein1253,1
protein1767,protein2413,1
protein2051,protein2318,1
protein303,protein411,1
protein2216,protein1776,1
protein2754,protein1471,1
protein1790,protein463,1
protein526,protein2053,1
protein2258,protein276,1
protein1024,protein718,1
protein2451,protein1842,1
protein2457,protein1857,1
protein1757,protein2370,1
protein413,protein1658,1
protein1988,protein763,1
protein1387,protein2760,1
protein2770,protein1817,1
protein1680,protein1087,1
protein775,protein965,1
protein2130,protein1024,1
protein1088,protein1441,1
protein2489,protein1139,1
protein14,protein1348,1
protein650,protein1431,1
protein776,protein2733,1
protein2053,protein2631,1
protein926,protein2001,1
protein1323,protein1921,1
protein452,protein627,1
protein1090,protein353,1
protein1932,protein1348,1
protein1248,protein1421,1
protein1550,protein1431,1
protein1226,protein2295,1
protein812,protein1525,1
protein1168,protein718,1
protein757,protein1908,1
protein1660,protein1405,1
protein2427,protein864,1
protein1833,protein1988,1
protein712,protein1712,1
protein1424,protein2594,1
protein785,protein2740,1
protein2381,protein595,1
protein2098,protein650,1
protein1227,protein1855,1
protein1880,protein1553,1
protein2740,protein1988,1
protein788,protein1758,1
protein1048,protein1646,1
protein1706,protein1291,1
protein1623,protein1103,1
protein2404,protein1381,1
protein328,protein2657,1
protein710,protein2610,1
protein2657,protein360,1
protein2097,protein710,1
protein2436,protein1766,1
protein0,protein827,1
protein1602,protein2394,1
protein1938,protein835,1
protein2204,protein2549,1
protein447,protein2071,1
protein1157,protein1539,1
protein1626,protein1275,1
protein2218,protein776,1
protein1796,protein2145,1
protein822,protein1344,1
protein2175,protein1704,1
protein285,protein2558,1
protein1236,protein2192,1
protein2721,protein1084,1
protein257,protein2397,1
protein1150,protein244,1
protein24,protein2740,1
protein741,protein2628,1
protein542,protein540,1
protein1200,protein22,1
protein535,protein1992,1
protein1992,protein90,1
protein233,protein2451,1
protein995,protein1600,1
protein1280,protein2103,1
protein2418,protein544,1
protein824,protein1733,1
protein40,protein2454,1
protein1633,protein276,1
protein975,protein1847,1
protein1023,protein255,1
protein1988,protein2594,1
protein2627,protein46,1
protein19,protein950,1
protein838,protein2258,1
protein1298,protein736,1
protein2457,protein650,1
protein2834,protein2142,1
protein694,protein207,1
protein307,protein1040,1
protein1641,protein2462,1
protein585,protein2381,1
protein1949,protein290,1
protein1639,protein1988,1
protein710,protein0,1
protein425,protein276,1
protein1157,protein1711,1
protein2093,protein290,1
protein2457,protein2735,1
protein1407,protein1898,1
protein1840,protein1008,1
protein757,protein1081,1
protein571,protein1726,1
protein2197,protein382,1
protein630,protein535,1
protein492,protein1791,1
protein2549,protein2272,1
protein545,protein1712,1
protein467,protein1947,1
protein802,protein928,1
protein659,protein1612,1
protein1988,protein1857,1
protein233,protein1851,1
protein0,protein1120,1
protein2492,protein2012,1
protein1420,protein2114,1
protein1088,protein1241,1
protein2735,protein235,1
protein696,protein435,1
protein1688,protein1985,1
protein75,protein86,1
protein710,protein290,1
protein656,protein2549,1
protein1442,protein1164,1
protein1826,protein1757,1
protein2483,protein249,1
protein655,protein2340,1
protein657,protein1451,1
protein1103,protein276,1
protein1949,protein2436,1
protein1010,protein327,1
protein1681,protein2594,1
protein2532,protein824,1
protein710,protein1639,1
protein1213,protein1863,1
protein1858,protein360,1
protein2654,protein1282,1
protein1201,protein1960,1
protein1326,protein827,1
protein222,protein2801,1
protein653,protein1000,1
protein1830,protein1880,1
protein2773,protein89,1
protein2394,protein1174,1
protein807,protein2223,1
protein1538,protein2260,1
protein1769,protein824,1
protein876,protein2707,1
protein1913,protein1276,1
protein2141,protein29,1
protein290,protein2358,1
protein2824,protein985,1
protein1006,protein584,1
protein959,protein207,1
protein1630,protein289,1
protein2399,protein56,1
protein2574,protein928,1
protein617,protein2631,1
protein225,protein283,1
protein1516,protein344,1
protein2281,protein1048,1
protein2383,protein2764,1
protein417,protein1428,1
protein2127,protein708,1
protein1195,protein866,1
protein2439,protein291,1
protein0,protein2030,1
protein277,protein710,1
protein1420,protein1900,1
protein659,protein2607,1
protein1373,protein2657,1
protein2754,protein2830,1
protein136,protein2790,1
protein2346,protein781,1
protein588,protein1092,1
protein2356,protein918,1
protein1247,protein1347,1
protein2594,protein361,1
protein2558,protein2631,1
protein776,protein496,1
protein1710,protein2037,1
protein829,protein779,1
protein1100,protein2602,1
protein1619,protein1428,1
protein1248,protein1902,1
protein608,protein1114,1
protein289,protein19,1
protein455,protein1207,1
protein960,protein2418,1
protein1271,protein1323,1
protein1589,protein1898,1
protein2030,protein1827,1
protein559,protein1999,1
protein1204,protein904,1
protein2005,protein2228,1
protein117,protein1665,1
protein1879,protein1857,1
protein107,protein1984,1
protein2071,protein2381,1
protein1828,protein1158,1
protein340,protein2451,1
protein2029,protein2829,1
protein1293,protein176,1
protein1472,protein660,1
protein113,protein1719,1
protein803,protein1006,1
protein763,protein1800,1
protein1900,protein200,1
protein78,protein959,1
protein1186,protein2220,1
protein1114,protein200,1
protein859,protein165,1
protein0,protein981,1
protein2599,protein1200,1
protein1550,protein2602,1
protein392,protein2457,1
protein1596,protein734,1
protein2566,protein694,1
protein2396,protein1648,1
protein2776,protein1627,1
protein0,protein1828,1
protein2356,protein137,1
protein1851,protein1848,1
protein402,protein157,1
protein1288,protein855,1
protein1722,protein531,1
protein1885,protein1726,1
protein327,protein51,1
protein1205,protein1550,1
protein2688,protein496,1
protein1694,protein1211,1
protein671,protein229,1
protein310,protein407,1
protein1140,protein1791,1
protein2274,protein307,1
protein1533,protein857,1
protein1119,protein1006,1
protein66,protein1880,1
protein914,protein960,1
protein1992,protein2527,1
protein2396,protein2020,1
protein155,protein803,1
protein1159,protein1372,1
protein718,protein2071,1
protein1732,protein1333,1
protein2136,protein2041,1
protein1357,protein2625,1
protein1880,protein1226,1
protein2018,protein1527,1
protein799,protein1639,1
protein2170,protein2301,1
protein249,protein1155,1
protein304,protein499,1
protein2561,protein1808,1
protein928,protein2460,1
protein2813,protein187,1
protein688,protein535,1
protein1044,protein2029,1
protein928,protein2540,1
protein2702,protein1599,1
protein1114,protein2787,1
protein1904,protein273,1
protein2378,protein2510,1
protein710,protein975,1
protein2383,protein1303,1
protein951,protein2518,1
protein400,protein851,1
protein2514,protein99,1
protein2394,protein2258,1
protein2105,protein2613,1
protein830,protein589,1
protein499,protein1391,1
protein1493,protein763,1
protein630,protein355,1
protein784,protein671,1
protein1014,protein2104,1
protein531,protein1831,1
protein1008,protein1057,1
protein1639,protein1416,1
protein1597,protein1181,1
protein1553,protein752,1
protein411,protein899,1
protein1481,protein443,1
protein2631,protein2555,1
protein1008,protein2045,1
protein1959,protein51,1
protein1913,protein473,1
protein2436,protein1550,1
protein1855,protein273,1
protein928,protein1851,1
protein173,protein1509,1
protein1124,protein1846,1
protein2540,protein2258,1
protein220,protein228,1
protein1639,protein2163,1
protein1114,protein2006,1
protein103,protein1314,1
protein2071,protein788,1
protein1469,protein1513,1
protein2519,protein1031,1
protein1802,protein2741,1
protein1141,protein1452,1
protein2242,protein801,1
protein2460,protein2199,1
protein2158,protein373,1
protein1606,protein432,1
protein2599,protein422,1
protein118,protein1710,1
protein2436,protein2436,1
protein2006,protein531,1
protein2370,protein958,1
protein549,protein2004,1
protein2280,protein40,1
protein1331,protein1772,1
protein875,protein2436,1
protein734,protein1757,1
protein805,protein1887,1
protein552,protein1177,1
protein1639,protein2740,1
protein19,protein776,1
protein962,protein1776,1
protein2520,protein2035,1
protein1913,protein630,1
protein1441,protein531,1
protein710,protein276,1
protein958,protein2069,1
protein1177,protein1495,1
protein228,protein968,1
protein2370,protein1024,1
protein2189,protein1493,1
protein2355,protein1292,1
protein2680,protein842,1
protein833,protein1521,1
protein2631,protein1855,1
protein1710,protein325,1
protein822,protein2526,1
protein1612,protein1992,1
protein842,protein2430,1
protein1616,protein1481,1
protein2803,protein928,1
protein1228,protein998,1
protein462,protein595,1
protein109,protein44,1
protein2682,protein113,1
protein1157,protein1323,1
protein1228,protein2281,1
protein2652,protein1710,1
protein2006,protein650,1
protein657,protein1589,1
protein1710,protein432,1
protein2187,protein472,1
protein1198,protein2044,1
protein975,protein2654,1
protein207,protein187,1
protein1231,protein290,1
protein1081,protein6,1
protein1366,protein2220,1
protein1275,protein1303,1
protein1775,protein1991,1
protein2664,protein14,1
protein208,protein2139,1
protein292,protein2370,1
protein1884,protein1898,1
protein880,protein1137,1
protein2052,protein276,1
protein326,protein1420,1
protein271,protein823,1
protein1772,protein710,1
protein1266,protein1828,1
protein1143,protein2092,1
protein195,protein799,1
protein2334,protein1857,1
protein1494,protein2356,1
protein761,protein2099,1
protein1728,protein328,1
protein2577,protein1377,1
protein336,protein2718,1
protein276,protein2015,1
protein254,protein2594,1
protein2030,protein2098,1
protein1988,protein2413,1
protein621,protein921,1
protein2106,protein2696,1
protein614,protein928,1
protein2394,protein1421,1
protein2376,protein2192,1
protein1778,protein326,1
protein2601,protein407,1
protein526,protein1655,1
protein2130,protein289,1
protein2652,protein960,1
protein228,protein2740,1
protein1971,protein2352,1
protein2761,protein2580,1
protein2200,protein1285,1
protein1008,protein304,1
protein718,protein2654,1
protein1627,protein469,1
protein1846,protein95,1
protein928,protein1949,1
protein2538,protein623,1
protein2812,protein222,1
protein168,protein1665,1
protein1933,protein928,1
protein1569,protein2433,1
protein1575,protein1496,1
protein1851,protein1923,1
protein2754,protein1222,1
protein1830,protein1964,1
protein1950,protein1581,1
protein2607,protein887,1
protein1960,protein1428,1
protein763,protein2353,1
protein1728,protein1895,1
protein1584,protein2007,1
protein961,protein951,1
protein1633,protein2030,1
protein1543,protein818,1
protein288,protein472,1
protein1977,protein100,1
protein228,protein1717,1
protein1859,protein1319,1
protein1722,protein979,1
protein2514,protein2451,1
protein276,protein2258,1
protein2765,protein2047,1
protein276,protein1282,1
protein2436,protein738,1
protein1898,protein1306,1
protein1028,protein2521,1
protein2631,protein1088,1
protein1402,protein1562,1
protein2735,protein2510,1
protein2574,protein328,1
protein405,protein2572,1
protein2280,protein1157,1
protein0,protein2298,1
protein618,protein1901,1
protein1134,protein1490,1
protein1518,protein825,1
protein2700,protein822,1
protein614,protein1514,1
protein2775,protein926,1
protein2682,protein1303,1
protein998,protein1343,1
protein684,protein2038,1
protein2083,protein1871,1
protein2218,protein1431,1
protein470,protein1988,1
protein64,protein2754,1
protein2279,protein171,1
protein232,protein2741,1
protein2178,protein2384,1
protein1347,protein912,1
protein875,protein332,1
protein2811,protein2528,1
protein1796,protein1728,1
protein414,protein1833,1
protein1495,protein685,1
protein1976,protein1293,1
protein936,protein842,1
protein2212,protein702,1
protein710,protein1222,1
protein2829,protein2611,1
protein1313,protein950,1
protein978,protein276,1
protein1059,protein39,1
protein1461,protein1933,1
protein1493,protein1200,1
protein131,protein1379,1
protein2740,protein618,1
protein1992,protein19,1
protein813,protein1554,1
protein460,protein1992,1
protein1176,protein1498,1
protein1348,protein2408,1
protein1981,protein1321,1
protein1550,protein2776,1
protein1976,protein2603,1
protein1851,protein1623,1
protein2288,protein751,1
protein928,protein1391,1
protein290,protein228,1
protein928,protein1414,1
protein235,protein1247,1
protein1524,protein928,1
protein1212,protein1469,1
protein930,protein1988,1
protein2566,protein195,1
protein2527,protein259,1
protein1087,protein1753,1
protein2682,protein520,1
protein1000,protein1200,1
protein215,protein1266,1
protein65,protein1498,1
protein1881,protein148,1
protein1488,protein1898,1
protein2263,protein1180,1
protein133,protein340,1
protein289,protein1148,1
protein2602,protein2299,1
protein614,protein924,1
protein1421,protein1179,1
protein1629,protein943,1
protein0,protein1757,1
protein1225,protein2205,1
protein2454,protein2116,1
protein965,protein2740,1
protein1609,protein1686,1
protein10,protein1095,1
protein786,protein298,1
protein1949,protein209,1
protein1193,protein1603,1
protein1101,protein1307,1
protein2558,protein1263,1
protein1414,protein1639,1
protein589,protein447,1
protein2375,protein1537,1
protein1791,protein2572,1
protein2622,protein1791,1
protein447,protein348,1
protein749,protein2558,1
protein1545,protein407,1
protein876,protein276,1
protein1481,protein685,1
protein1795,protein1460,1
protein1771,protein752,1
protein2178,protein2740,1
protein1693,protein1550,1
protein1282,protein2453,1
protein74,protein110,1
protein371,protein2262,1
protein2691,protein2691,1
protein2281,protein1705,1
protein2539,protein710,1
protein710,protein1351,1
protein1900,protein47,1
protein2830,protein249,1
protein1184,protein1889,1
protein1008,protein748,1
protein2280,protein2641,1
protein1426,protein1145,1
protein2397,protein650,1
protein1976,protein1009,1
protein2595,protein2365,1
protein1438,protein696,1
protein791,protein92,1
protein1096,protein2631,1
protein1910,protein1688,1
protein1186,protein2360,1
protein2352,protein2436,1
protein1992,protein365,1
protein761,protein2244,1
protein1661,protein520,1
protein928,protein1878,1
protein2251,protein531,1
protein2611,protein1556,1
protein2602,protein2229,1
protein757,protein2671,1
protein567,protein1200,1
protein2607,protein2242,1
protein1710,protein1874,1
protein1206,protein2540,1
protein80,protein734,1
protein621,protein1105,1
protein1277,protein609,1
protein1981,protein524,1
protein1065,protein1303,1
protein1988,protein1963,1
protein2754,protein2010,1
protein630,protein1009,1
protein1666,protein2474,1
protein2436,protein405,1
protein2795,protein2228,1
protein2789,protein1403,1
protein2484,protein1200,1
protein2098,protein653,1
protein2511,protein2510,1
protein1200,protein199,1
protein2792,protein650,1
protein347,protein2457,1
protein2761,protein805,1
protein1145,protein2394,1
protein2778,protein2631,1
protein1628,protein75,1
protein855,protein331,1
protein820,protein304,1
protein1560,protein273,1
protein1623,protein1095,1
protein1428,protein1791,1
protein710,protein1498,1
protein373,protein2753,1
protein2291,protein2821,1
protein1926,protein2478,1
protein1757,protein1585,1
protein1157,protein2354,1
protein44,protein1539,1
protein144,protein2066,1
protein2702,protein927,1
protein2168,protein1434,1
protein699,protein267,1
protein928,protein1275,1
protein928,protein153,1
protein842,protein473,1
protein1590,protein1609,1
protein1373,protein1983,1
protein2692,protein2003,1
protein2606,protein1621,1
protein2512,protein435,1
protein1495,protein755,1
protein748,protein827,1
protein1509,protein2203,1
protein2602,protein1984,1
protein1749,protein532,1
protein1321,protein2106,1
protein1850,protein1137,1
protein979,protein1341,1
protein2220,protein635,1
protein1969,protein748,1
protein44,protein2333,1
protein921,protein2031,1
protein2286,protein720,1
protein44,protein2707,1
protein2451,protein110,1
protein1480,protein535,1
protein414,protein727,1
protein1881,protein1389,1
protein858,protein1032,1
protein454,protein195,1
protein535,protein81,1
protein1157,protein1584,1
protein1857,protein1407,1
protein1040,protein2740,1
protein2095,protein2370,1
protein842,protein1077,1
protein1726,protein1639,1
protein1639,protein1282,1
protein837,protein805,1
protein1348,protein290,1
protein760,protein298,1
protein2083,protein2807,1
protein1020,protein2235,1
protein110,protein9,1
protein2457,protein863,1
protein2485,protein2542,1
protein1662,protein1960,1
protein2123,protein1614,1
protein2580,protein2599,1
protein2740,protein1795,1
protein2356,protein1767,1
protein2170,protein710,1
protein1335,protein2494,1
protein2031,protein2665,1
protein1921,protein1459,1
protein775,protein0,1
protein1785,protein1743,1
protein1970,protein1858,1
protein1290,protein1390,1
protein668,protein2754,1
protein1266,protein889,1
protein1024,protein1992,1
protein785,protein2574,1
protein998,protein1894,1
protein1969,protein313,1
protein759,protein2131,1
protein1913,protein144,1
protein394,protein415,1
protein2451,protein228,1
protein2719,protein361,1
protein2370,protein395,1
protein2192,protein923,1
protein2053,protein1781,1
protein2512,protein653,1
protein2498,protein2163,1
protein584,protein2451,1
protein145,protein2321,1
protein190,protein1853,1
protein2369,protein1632,1
protein776,protein1323,1
protein2591,protein1405,1
protein1054,protein2436,1
protein2053,protein1751,1
protein604,protein949,1
protein1061,protein1639,1
protein2305,protein1988,1
protein2582,protein229,1
protein964,protein1909,1
protein2594,protein777,1
protein848,protein1926,1
protein289,protein1857,1
protein1107,protein1757,1
protein876,protein928,1
protein276,protein1900,1
protein1069,protein2619,1
protein1560,protein2071,1
protein303,protein283,1
protein1681,protein582,1
protein2632,protein1269,1
protein1608,protein2288,1
protein1633,protein1038,1
protein2274,protein276,1
protein2436,protein1556,1
protein1822,protein703,1
protein2130,protein276,1
protein0,protein2631,1
protein759,protein1609,1
protein1371,protein2682,1
protein1371,protein719,1
protein440,protein1540,1
protein2106,protein437,1
protein1514,protein90,1
protein2791,protein1954,1
protein1438,protein1349,1
protein1894,protein1509,1
protein782,protein426,1
protein18,protein68,1
protein2619,protein1666,1
protein2188,protein1900,1
protein2422,protein1938,1
protein1992,protein2494,1
protein137,protein2393,1
protein1550,protein1582,1
protein1109,protein2572,1
protein1992,protein1313,1
protein1754,protein1593,1
protein1453,protein2451,1
protein65,protein2509,1
protein1710,protein906,1
protein2611,protein2523,1
protein1088,protein2593,1
protein459,protein1200,1
protein1632,protein2398,1
protein2811,protein2592,1
protein47,protein249,1
protein2436,protein385,1
protein1534,protein1371,1
protein1710,protein2230,1
protein2723,protein2689,1
protein1029,protein1140,1
protein1933,protein710,1
protein2631,protein2338,1
protein2631,protein2740,1
protein2272,protein2356,1
protein243,protein2607,1
protein928,protein1722,1
protein846,protein2580,1
protein1855,protein2298,1
protein2230,protein2197,1
protein1859,protein2451,1
protein1787,protein1482,1
protein945,protein765,1
protein1710,protein1828,1
protein1200,protein725,1
protein2381,protein1762,1
protein290,protein2009,1
protein274,protein2740,1
protein1453,protein1242,1
protein928,protein147,1
protein1828,protein459,1
protein284,protein765,1
protein1553,protein1726,1
protein2454,protein1371,1
protein2144,protein1992,1
protein1633,protein2286,1
protein2577,protein826,1
protein1222,protein1962,1
protein1623,protein1761,1
protein31,protein1772,1
protein1460,protein488,1
protein2510,protein362,1
protein2527,protein1208,1
protein542,protein1803,1
protein1081,protein1200,1
protein894,protein2356,1
protein817,protein650,1
protein1584,protein460,1
protein308,protein2439,1
protein2451,protein2572,1
protein546,protein1143,1
protein1087,protein276,1
protein2657,protein5,1
protein2232,protein800,1
protein919,protein1900,1
protein964,protein2733,1
protein2336,protein2735,1
protein2317,protein2426,1
protein2631,protein288,1
protein842,protein255,1
protein1006,protein2537,1
protein205,protein2296,1
protein1284,protein2691,1
protein1699,protein14,1
protein2602,protein1710,1
protein2436,protein22,1
protein1400,protein2393,1
protein1625,protein1970,1
protein355,protein2538,1
protein531,protein2061,1
protein2090,protein1273,1
protein2098,protein2070,1
protein776,protein2071,1
protein283,protein1009,1
protein1990,protein799,1
protein2752,protein625,1
protein2183,protein2103,1
protein283,protein1550,1
protein2204,protein2341,1
protein1828,protein2394,1
protein734,protein1967,1
protein276,protein383,1
protein1236,protein1992,1
protein1918,protein1992,1
protein2352,protein2796,1
protein761,protein1785,1
protein144,protein1623,1
protein443,protein1672,1
protein2191,protein864,1
protein710,protein2223,1
protein2356,protein1174,1
protein2347,protein283,1
protein526,protein1228,1
protein1304,protein1890,1
protein923,protein842,1
protein1550,protein900,1
protein1824,protein1335,1
protein2003,protein1959,1
protein1088,protein1577,1
protein2181,protein1411,1
protein862,protein1710,1
protein622,protein1947,1
protein1928,protein2232,1
protein2496,protein1900,1
protein1988,protein2754,1
protein1662,protein2004,1
protein1222,protein2332,1
protein1851,protein2098,1
protein254,protein1864,1
protein244,protein620,1
protein694,protein1110,1
protein2773,protein1824,1
protein595,protein342,1
protein2796,protein1200,1
protein2606,protein928,1
protein450,protein2016,1
protein2053,protein859,1
protein1595,protein2051,1
protein589,protein1067,1
protein2053,protein14,1
protein1769,protein2228,1
protein463,protein1900,1
protein1290,protein171,1
protein1293,protein880,1
protein2818,protein1455,1
protein2676,protein2006,1
protein2042,protein1838,1
protein2244,protein1206,1
protein2552,protein0,1
protein83,protein1428,1
protein1992,protein2289,1
protein1002,protein484,1
protein284,protein511,1
protein1881,protein1752,1
protein2526,protein1342,1
protein1992,protein1319,1
protein1137,protein1445,1
protein1247,protein928,1
protein2008,protein1613,1
protein562,protein2546,1
protein2436,protein1699,1
protein1710,protein1200,1
protein1275,protein2707,1
protein2626,protein2407,1
protein719,protein2695,1
protein2722,protein1651,1
protein1632,protein249,1
protein1835,protein1753,1
protein2114,protein1272,1
protein2524,protein2510,1
protein1088,protein276,1
protein2470,protein2790,1
protein1644,protein301,1
protein1006,protein1248,1
protein1598,protein289,1
protein734,protein1632,1
protein242,protein713,1
protein979,protein2132,1
protein1900,protein1992,1
protein2492,protein1710,1
protein205,protein2671,1
protein808,protein1348,1
protein2436,protein1819,1
protein2274,protein2594,1
protein1568,protein390,1
protein1057,protein2548,1
protein2331,protein1578,1
protein776,protein822,1
protein2370,protein2510,1
protein661,protein40,1
protein826,protein1884,1
protein1007,protein1480,1
protein1335,protein2271,1
protein2436,protein2008,1
protein576,protein303,1
protein866,protein1420,1
protein1988,protein1493,1
protein1726,protein276,1
protein1459,protein2436,1
protein914,protein1970,1
protein2188,protein2228,1
protein1557,protein1639,1
protein653,protein2540,1
protein945,protein2436,1
protein800,protein2436,1
protein1521,protein2394,1
protein2265,protein176,1
protein74,protein1323,1
protein713,protein2516,1
protein320,protein50,1
protein24,protein2733,1
protein2630,protein1750,1
protein2221,protein1960,1
protein1809,protein1222,1
protein1495,protein1927,1
protein2430,protein400,1
protein1026,protein492,1
protein1222,protein2188,1
protein2482,protein1817,1
protein1980,protein89,1
protein120,protein864,1
protein299,protein2567,1
protein412,protein832,1
protein2740,protein110,1
protein806,protein1222,1
protein210,protein661,1
protein503,protein2396,1
protein487,protein19,1
protein22,protein517,1
protein400,protein719,1
protein2553,protein2754,1
protein2436,protein1892,1
protein2281,protein2657,1
protein2230,protein2733,1
protein2781,protein813,1
protein934,protein926,1
protein576,protein2030,1
protein535,protein553,1
protein2741,protein119,1
protein1599,protein44,1
protein2352,protein650,1
protein2042,protein1349,1
protein1639,protein249,1
protein2728,protein2532,1
protein1233,protein2631,1
protein734,protein2471,1
protein1710,protein1024,1
protein1992,protein1612,1
protein2551,protein2205,1
protein2302,protein2137,1
protein859,protein2356,1
protein1992,protein724,1
protein255,protein176,1
protein817,protein2787,1
protein68,protein2712,1
protein1305,protein418,1
protein2457,protein643,1
protein207,protein928,1
protein1452,protein2787,1
protein2707,protein2566,1
protein1396,protein719,1
protein228,protein1341,1
protein719,protein1226,1
protein2356,protein1383,1
protein928,protein1671,1
protein2130,protein1947,1
protein1002,protein2247,1
protein1424,protein2053,1
protein732,protein90,1
protein365,protein1259,1
protein618,protein1595,1
protein2790,protein2790,1
protein2635,protein2272,1
protein2434,protein18,1
protein44,protein201,1
protein1672,protein1979,1
protein104,protein1376,1
protein1341,protein637,1
protein679,protein1089,1
protein837,protein729,1
protein2258,protein1275,1
protein2116,protein962,1
protein2125,protein88,1
protein58,protein1710,1
protein249,protein247,1
protein928,protein2795,1
protein390,protein462,1
protein71,protein1414,1
protein2787,protein390,1
protein1333,protein1193,1
protein2111,protein775,1
protein1399,protein2336,1
protein2766,protein928,1
protein2381,protein713,1
protein1971,protein1173,1
protein1611,protein1048,1
protein1558,protein1048,1
protein696,protein2356,1
protein1851,protein1006,1
protein1857,protein191,1
protein1008,protein1665,1
protein2359,protein2740,1
protein363,protein1389,1
protein2249,protein1021,1
protein114,protein1855,1
protein276,protein1639,1
protein685,protein488,1
protein2673,protein247,1
protein1103,protein1313,1
protein1966,protein2397,1
protein1096,protein1429,1
protein2216,protein247,1
protein2670,protein289,1
protein2118,protein926,1
protein916,protein1222,1
protein245,protein2053,1
protein1323,protein1623,1
protein996,protein1123,1
protein2478,protein1079,1
protein2728,protein2631,1
protein2128,protein2731,1
